"id","pokemon_id","move_id"
166,2,83
167,2,84
168,2,85
169,2,86
170,3,2
171,3,3
172,3,4
173,3,5
174,3,6
175,3,7
176,3,8
177,3,9
178,3,10
179,3,11
180,3,87
181,3,88
182,3,12
183,3,13
184,3,14
185,3,15
186,3,16
187,3,17
188,3,18
189,3,19
190,3,20
191,3,21
192,3,89
193,3,22
194,3,23
195,3,24
196,3,25
197,3,26
198,3,27
199,3,28
200,3,29
201,3,32
202,3,33
203,3,34
204,3,35
205,3,36
206,3,37
207,3,38
208,3,90
209,3,39
210,3,40
211,3,41
212,3,42
213,3,43
214,3,44
215,3,45
216,3,46
217,3,47
218,3,48
219,3,49
220,3,50
221,3,51
222,3,52
223,3,53
224,3,54
225,3,55
226,3,56
227,3,57
228,3,58
229,3,59
230,3,60
231,3,61
232,3,62
233,3,63
234,3,64
235,3,66
236,3,91
237,3,92
238,3,67
239,3,68
240,3,69
241,3,93
242,3,70
243,3,71
244,3,94
245,3,95
246,3,96
247,3,72
248,3,73
249,3,74
250,3,75
251,3,76
252,3,77
253,3,78
254,3,79
255,3,80
256,3,97
257,3,81
258,3,98
259,3,82
260,3,83
261,3,99
262,3,84
263,3,100
264,3,85
265,3,86
266,4,101
267,4,102
268,4,103
269,4,104
270,4,2
271,4,3
272,4,105
273,4,106
274,4,6
275,4,8
276,4,9
277,4,10
278,4,107
279,4,108
280,4,11
281,4,87
282,4,109
283,4,110
284,4,111
285,4,112
286,4,113
287,4,12
288,4,114
289,4,115
290,4,116
291,4,22
292,4,23
293,4,24
294,4,25
295,4,117
296,4,26
297,4,28
298,4,29
299,4,118
300,4,119
301,4,31
302,4,120
303,4,34
304,4,121
305,4,122
306,4,35
307,4,36
308,4,37
309,4,38
310,4,90
311,4,123
312,4,40
313,4,41
314,4,43
315,4,45
316,4,46
317,4,47
318,4,48
319,4,49
320,4,50
321,4,51
322,4,124
323,4,125
324,4,126
325,4,127
326,4,55
327,4,56
328,4,128
329,4,129
330,4,57
331,4,130
332,4,131
333,4,132
334,4,58
335,4,133
336,4,60
337,4,134
338,4,63
339,4,64
340,4,135
341,4,136
342,4,137
343,4,138
344,4,139
345,4,140
346,4,68
347,4,141
348,4,142
349,4,143
350,4,144
351,4,145
352,4,146
353,4,147
354,4,74
355,4,148
356,4,149
357,4,150
358,4,78
359,4,79
360,4,151
361,4,152
362,4,153
363,4,154
364,4,155
365,4,81
366,4,83
367,4,156
368,4,157
369,4,85
370,4,158
371,5,101
372,5,102
373,5,103
374,5,104
375,5,2
376,5,3
377,5,106
378,5,6
379,5,8
380,5,9
381,5,10
382,5,107
383,5,108
384,5,11
385,5,87
386,5,109
387,5,110
388,5,111
389,5,112
390,5,113
391,5,12
392,5,114
393,5,115
394,5,116
395,5,22
396,5,23
397,5,24
398,5,25
399,5,117
400,5,26
401,5,28
402,5,29
403,5,118
404,5,119
405,5,31
406,5,120
407,5,34
408,5,121
409,5,122
410,5,35
411,5,36
412,5,37
413,5,38
414,5,90
415,5,123
416,5,40
417,5,41
418,5,43
419,5,45
420,5,46
421,5,47
422,5,48
423,5,49
424,5,50
425,5,51
426,5,124
427,5,125
428,5,126
429,5,127
430,5,55
431,5,56
432,5,128
433,5,129
434,5,57
435,5,130
436,5,131
437,5,132
438,5,58
439,5,133
440,5,60
441,5,134
442,5,63
443,5,64
444,5,136
445,5,137
446,5,138
447,5,139
448,5,140
449,5,68
450,5,141
451,5,142
452,5,143
453,5,144
454,5,145
455,5,146
456,5,147
457,5,74
458,5,148
459,5,149
460,5,150
461,5,78
462,5,79
463,5,151
464,5,152
465,5,153
466,5,154
467,5,155
468,5,81
469,5,83
470,5,156
471,5,157
472,5,85
473,5,158
474,6,101
475,6,102
476,6,103
477,6,104
478,6,2
479,6,3
480,6,105
481,6,159
482,6,106
483,6,6
484,6,8
485,6,9
486,6,10
487,6,107
488,6,108
489,6,11
490,6,87
491,6,109
492,6,110
493,6,88
494,6,111
495,6,112
496,6,113
497,6,12
498,6,17
499,6,114
500,6,115
501,6,89
502,6,160
503,6,116
504,6,22
505,6,23
506,6,24
507,6,25
508,6,117
509,6,26
510,6,28
511,6,29
512,6,118
513,6,119
514,6,31
515,6,120
516,6,34
517,6,121
518,6,122
519,6,35
520,6,36
521,6,37
522,6,38
523,6,90
524,6,123
525,6,40
526,6,41
527,6,161
528,6,43
529,6,45
530,6,46
531,6,47
532,6,162
533,6,48
534,6,49
535,6,50
536,6,51
537,6,124
538,6,125
539,6,126
540,6,127
541,6,55
542,6,163
543,6,56
544,6,128
545,6,129
546,6,57
547,6,130
548,6,131
549,6,132
550,6,58
551,6,133
552,6,60
553,6,134
554,6,63
555,6,164
556,6,165
557,6,64
558,6,135
559,6,136
560,6,137
561,6,138
562,6,139
563,6,140
564,6,166
565,6,68
566,6,167
567,6,141
568,6,142
569,6,168
570,6,143
571,6,144
572,6,145
573,6,95
574,6,146
575,6,147
576,6,169
577,6,74
578,6,170
579,6,148
580,6,149
581,6,150
582,6,78
583,6,79
584,6,171
585,6,151
586,6,152
587,6,153
588,6,154
589,6,97
590,6,155
591,6,81
592,6,172
593,6,173
594,6,83
595,6,174
596,6,156
597,6,175
598,6,157
599,6,176
600,6,177
601,6,178
602,6,85
603,6,179
604,6,158
605,7,101
606,7,180
607,7,106
608,7,6
609,7,7
610,7,8
611,7,9
612,7,10
613,7,181
614,7,108
615,7,182
616,7,183
617,7,184
618,7,185
619,7,186
620,7,187
621,7,188
622,7,111
623,7,112
624,7,113
625,7,12
626,7,116
627,7,22
628,7,189
629,7,23
630,7,24
631,7,25
632,7,190
633,7,26
634,7,191
635,7,28
636,7,29
637,7,192
638,7,31
639,7,193
640,7,34
641,7,121
642,7,35
643,7,36
644,7,37
645,7,194
646,7,38
647,7,40
648,7,195
649,7,196
650,7,41
651,7,43
652,7,197
653,7,45
654,7,46
655,7,48
656,7,49
657,7,50
658,7,51
659,7,124
660,7,198
661,7,126
662,7,55
663,7,199
664,7,200
665,7,57
666,7,201
667,7,202
668,7,203
669,7,58
670,7,133
671,7,204
672,7,60
673,7,134
674,7,205
675,7,206
676,7,63
677,7,207
678,7,208
679,7,64
680,7,137
681,7,209
682,7,210
683,7,211
684,7,212
685,7,213
686,7,214
687,7,215
688,7,68
689,7,141
690,7,216
691,7,217
692,7,218
693,7,143
694,7,219
695,7,74
696,7,220
697,7,78
698,7,221
699,7,222
700,7,223
701,7,81
702,7,83
703,7,156
704,7,224
705,7,225
706,7,226
707,7,227
708,7,85
709,7,228
710,7,229
711,8,101
712,8,180
713,8,106
714,8,6
715,8,7
716,8,8
717,8,9
718,8,10
719,8,181
720,8,108
721,8,182
722,8,183
723,8,184
724,8,185
725,8,186
726,8,187
727,8,188
728,8,111
729,8,112
730,8,113
731,8,12
732,8,116
733,8,22
734,8,23
735,8,24
736,8,25
737,8,190
738,8,26
739,8,191
740,8,28
741,8,29
742,8,192
743,8,31
744,8,193
745,8,34
746,8,121
747,8,35
748,8,36
749,8,37
750,8,194
751,8,38
752,8,40
753,8,196
754,8,41
755,8,43
756,8,197
757,8,45
758,8,46
759,8,48
760,8,49
761,8,50
762,8,51
763,8,124
764,8,198
765,8,126
766,8,55
767,8,199
768,8,200
769,8,57
770,8,201
771,8,202
772,8,203
773,8,58
774,8,133
775,8,60
776,8,134
777,8,205
778,8,63
779,8,207
780,8,64
781,8,137
782,8,209
783,8,210
784,8,211
785,8,212
786,8,213
787,8,214
788,8,215
789,8,68
790,8,141
791,8,216
792,8,217
793,8,218
794,8,143
795,8,219
796,8,74
797,8,220
798,8,78
799,8,221
800,8,222
801,8,223
802,8,81
803,8,83
804,8,156
805,8,224
806,8,225
807,8,226
808,8,227
809,8,85
810,8,228
811,8,229
812,9,101
813,9,180
814,9,106
815,9,6
816,9,7
817,9,8
818,9,9
819,9,10
820,9,181
821,9,108
822,9,87
823,9,182
824,9,183
825,9,184
826,9,185
827,9,186
828,9,187
829,9,188
830,9,88
831,9,111
832,9,112
833,9,113
834,9,12
835,9,89
836,9,160
837,9,116
838,9,22
839,9,23
840,9,24
841,9,25
842,9,190
843,9,26
844,9,191
845,9,28
846,9,29
847,9,192
848,9,31
849,9,193
850,9,34
851,9,121
852,9,35
853,9,36
854,9,37
855,9,194
856,9,38
857,9,90
858,9,40
859,9,196
860,9,41
861,9,43
862,9,197
863,9,45
864,9,46
865,9,48
866,9,49
867,9,50
868,9,51
869,9,124
870,9,198
871,9,126
872,9,55
873,9,199
874,9,128
875,9,200
876,9,57
877,9,201
878,9,202
879,9,203
880,9,58
881,9,133
882,9,60
883,9,134
884,9,205
885,9,63
886,9,207
887,9,230
888,9,64
889,9,137
890,9,209
891,9,231
892,9,210
893,9,211
894,9,212
895,9,213
896,9,214
897,9,215
898,9,68
899,9,141
900,9,216
901,9,217
902,9,232
903,9,218
904,9,143
905,9,145
906,9,95
907,9,233
908,9,219
909,9,234
910,9,96
911,9,74
912,9,220
913,9,235
914,9,78
915,9,221
916,9,222
917,9,223
918,9,97
919,9,155
920,9,81
921,9,83
922,9,156
923,9,224
924,9,236
925,9,225
926,9,100
927,9,226
928,9,227
929,9,85
930,9,228
931,9,229
932,10,7
933,10,21
934,10,36
935,10,237
936,10,238
937,11,21
938,11,239
939,11,211
940,11,237
941,11,238
942,12,1
943,12,240
944,12,241
945,12,6
946,12,7
947,12,9
948,12,10
949,12,242
950,12,243
951,12,88
952,12,13
953,12,17
954,12,18
955,12,244
956,12,19
957,12,21
958,12,22
959,12,189
960,12,245
961,12,23
962,12,246
963,12,24
964,12,25
965,12,239
966,12,28
967,12,29
968,12,119
969,12,247
970,12,33
971,12,248
972,12,34
973,12,35
974,12,249
975,12,250
976,12,36
977,12,37
978,12,38
979,12,42
980,12,43
981,12,46
982,12,48
983,12,49
984,12,50
985,12,51
986,12,52
987,12,251
988,12,53
989,12,55
990,12,163
991,12,199
992,12,56
993,12,252
994,12,253
995,12,58
996,12,254
997,12,63
998,12,135
999,12,255
1000,12,231
1001,12,138
1002,12,211
1003,12,166
1004,12,68
1005,12,167
1006,12,256
1007,12,168
1008,12,257
1009,12,71
1010,12,95
1011,12,169
1012,12,74
1013,12,237
1014,12,170
1015,12,76
1016,12,258
1017,12,259
1018,12,78
1019,12,152
1020,12,260
1021,12,238
1022,12,173
1023,12,261
1024,12,83
1025,12,262
1026,12,263
1027,12,177
1028,13,264
1029,13,21
1030,13,237
1031,13,238
1032,14,21
1033,14,239
1034,14,211
1035,14,237
1036,14,238
1037,15,2
1038,15,3
1039,15,6
1040,15,265
1041,15,9
1042,15,10
1043,15,264
1044,15,266
1045,15,267
1046,15,88
1047,15,268
1048,15,13
1049,15,17
1050,15,21
1051,15,22
1052,15,269
1053,15,23
1054,15,24
1055,15,25
1056,15,239
1057,15,28
1058,15,270
1059,15,29
1060,15,119
1061,15,31
1062,15,33
1063,15,34
1064,15,35
1065,15,249
1066,15,36
1067,15,37
1068,15,38
1069,15,39
1070,15,41
1071,15,42
1072,15,43
1073,15,45
1074,15,46
1075,15,47
1076,15,48
1077,15,49
1078,15,50
1079,15,51
1080,15,271
1081,15,53
1082,15,55
1083,15,56
1084,15,57
1085,15,58
1086,15,134
1087,15,62
1088,15,272
1089,15,63
1090,15,135
1091,15,255
1092,15,138
1093,15,166
1094,15,68
1095,15,167
1096,15,256
1097,15,273
1098,15,274
1099,15,275
1100,15,93
1101,15,276
1102,15,95
1103,15,169
1104,15,74
1105,15,237
1106,15,170
1107,15,76
1108,15,78
1109,15,152
1110,15,260
1111,15,238
1112,15,277
1113,15,278
1114,15,83
1115,15,262
1116,15,279
1117,15,280
1118,15,175
1119,16,1
1120,16,240
1121,16,105
1122,16,241
1123,16,159
1124,16,281
1125,16,6
1126,16,7
1127,16,9
1128,16,10
1129,16,22
1130,16,269
1131,16,282
1132,16,23
1133,16,24
1134,16,25
1135,16,28
1136,16,29
1137,16,283
1138,16,119
1139,16,284
1140,16,34
1141,16,35
1142,16,249
1143,16,36
1144,16,37
1145,16,38
1146,16,285
1147,16,40
1148,16,195
1149,16,286
1150,16,43
1151,16,46
1152,16,162
1153,16,48
1154,16,49
1155,16,50
1156,16,51
1157,16,271
1158,16,55
1159,16,163
1160,16,199
1161,16,56
1162,16,287
1163,16,131
1164,16,58
1165,16,63
1166,16,288
1167,16,135
1168,16,138
1169,16,166
1170,16,68
1171,16,289
1172,16,167
1173,16,256
1174,16,168
1175,16,290
1176,16,169
1177,16,74
1178,16,170
1179,16,78
1180,16,81
1181,16,173
1182,16,83
1183,17,1
1184,17,240
1185,17,105
1186,17,241
1187,17,159
1188,17,281
1189,17,6
1190,17,7
1191,17,9
1192,17,10
1193,17,22
1194,17,269
1195,17,282
1196,17,23
1197,17,24
1198,17,25
1199,17,28
1200,17,29
1201,17,283
1202,17,119
1203,17,284
1204,17,34
1205,17,35
1206,17,249
1207,17,36
1208,17,37
1209,17,38
1210,17,40
1211,17,286
1212,17,43
1213,17,46
1214,17,162
1215,17,48
1216,17,49
1217,17,50
1218,17,51
1219,17,55
1220,17,163
1221,17,199
1222,17,56
1223,17,287
1224,17,131
1225,17,58
1226,17,63
1227,17,288
1228,17,135
1229,17,138
1230,17,166
1231,17,68
1232,17,289
1233,17,167
1234,17,256
1235,17,168
1236,17,169
1237,17,74
1238,17,170
1239,17,78
1240,17,81
1241,17,173
1242,17,83
1243,18,1
1244,18,240
1245,18,105
1246,18,241
1247,18,159
1248,18,281
1249,18,6
1250,18,7
1251,18,9
1252,18,10
1253,18,88
1254,18,22
1255,18,269
1256,18,282
1257,18,23
1258,18,24
1259,18,25
1260,18,28
1261,18,29
1262,18,283
1263,18,119
1264,18,284
1265,18,34
1266,18,35
1267,18,249
1268,18,36
1269,18,37
1270,18,38
1271,18,40
1272,18,286
1273,18,43
1274,18,46
1275,18,162
1276,18,48
1277,18,49
1278,18,50
1279,18,51
1280,18,55
1281,18,163
1282,18,199
1283,18,56
1284,18,287
1285,18,131
1286,18,58
1287,18,63
1288,18,288
1289,18,135
1290,18,138
1291,18,166
1292,18,68
1293,18,289
1294,18,167
1295,18,256
1296,18,168
1297,18,95
1298,18,169
1299,18,74
1300,18,170
1301,18,78
1302,18,81
1303,18,173
1304,18,83
1305,18,279
1306,19,3
1307,19,6
1308,19,7
1309,19,8
1310,19,9
1311,19,10
1312,19,181
1313,19,108
1314,19,183
1315,19,186
1316,19,187
1317,19,188
1318,19,112
1319,19,291
1320,19,292
1321,19,293
1322,19,116
1323,19,22
1324,19,282
1325,19,23
1326,19,24
1327,19,294
1328,19,25
1329,19,26
1330,19,270
1331,19,29
1332,19,119
1333,19,31
1334,19,120
1335,19,34
1336,19,295
1337,19,296
1338,19,35
1339,19,249
1340,19,297
1341,19,36
1342,19,37
1343,19,298
1344,19,38
1345,19,39
1346,19,40
1347,19,196
1348,19,43
1349,19,46
1350,19,48
1351,19,49
1352,19,50
1353,19,51
1354,19,271
1355,19,126
1356,19,55
1357,19,199
1358,19,56
1359,19,128
1360,19,253
1361,19,57
1362,19,287
1363,19,58
1364,19,299
1365,19,300
1366,19,272
1367,19,63
1368,19,301
1369,19,302
1370,19,68
1371,19,289
1372,19,256
1373,19,274
1374,19,303
1375,19,304
1376,19,305
1377,19,219
1378,19,74
1379,19,75
1380,19,306
1381,19,78
1382,19,307
1383,19,308
1384,19,81
1385,19,309
1386,19,83
1387,19,279
1388,20,2
1389,20,3
1390,20,6
1391,20,7
1392,20,8
1393,20,9
1394,20,10
1395,20,181
1396,20,108
1397,20,87
1398,20,183
1399,20,186
1400,20,187
1401,20,188
1402,20,88
1403,20,112
1404,20,12
1405,20,291
1406,20,292
1407,20,293
1408,20,116
1409,20,22
1410,20,282
1411,20,23
1412,20,24
1413,20,25
1414,20,26
1415,20,270
1416,20,29
1417,20,119
1418,20,31
1419,20,120
1420,20,34
1421,20,295
1422,20,296
1423,20,35
1424,20,249
1425,20,36
1426,20,37
1427,20,38
1428,20,90
1429,20,39
1430,20,40
1431,20,196
1432,20,43
1433,20,46
1434,20,48
1435,20,49
1436,20,50
1437,20,51
1438,20,271
1439,20,126
1440,20,55
1441,20,199
1442,20,56
1443,20,128
1444,20,253
1445,20,57
1446,20,287
1447,20,58
1448,20,299
1449,20,272
1450,20,63
1451,20,301
1452,20,302
1453,20,68
1454,20,289
1455,20,256
1456,20,274
1457,20,304
1458,20,305
1459,20,95
1460,20,219
1461,20,74
1462,20,75
1463,20,306
1464,20,78
1465,20,307
1466,20,81
1467,20,309
1468,20,83
1469,20,279
1470,20,280
1471,20,99
1472,21,1
1473,21,105
1474,21,241
1475,21,159
1476,21,6
1477,21,265
1478,21,9
1479,21,10
1480,21,107
1481,21,11
1482,21,268
1483,21,310
1484,21,22
1485,21,269
1486,21,282
1487,21,23
1488,21,24
1489,21,25
1490,21,270
1491,21,29
1492,21,283
1493,21,119
1494,21,284
1495,21,34
1496,21,311
1497,21,35
1498,21,249
1499,21,36
1500,21,37
1501,21,38
1502,21,90
1503,21,285
1504,21,40
1505,21,286
1506,21,43
1507,21,45
1508,21,46
1509,21,162
1510,21,48
1511,21,49
1512,21,50
1513,21,51
1514,21,271
1515,21,55
1516,21,163
1517,21,199
1518,21,56
1519,21,287
1520,21,131
1521,21,58
1522,21,63
1523,21,288
1524,21,312
1525,21,135
1526,21,138
1527,21,166
1528,21,68
1529,21,289
1530,21,167
1531,21,256
1532,21,274
1533,21,169
1534,21,74
1535,21,170
1536,21,78
1537,21,79
1538,21,81
1539,21,277
1540,21,83
1541,22,1
1542,22,105
1543,22,241
1544,22,159
1545,22,6
1546,22,265
1547,22,9
1548,22,10
1549,22,107
1550,22,11
1551,22,88
1552,22,268
1553,22,310
1554,22,22
1555,22,269
1556,22,282
1557,22,23
1558,22,24
1559,22,25
1560,22,270
1561,22,29
1562,22,283
1563,22,119
1564,22,284
1565,22,34
1566,22,311
1567,22,35
1568,22,249
1569,22,36
1570,22,37
1571,22,38
1572,22,40
1573,22,286
1574,22,43
1575,22,45
1576,22,46
1577,22,162
1578,22,48
1579,22,49
1580,22,50
1581,22,51
1582,22,271
1583,22,55
1584,22,163
1585,22,199
1586,22,56
1587,22,287
1588,22,131
1589,22,58
1590,22,63
1591,22,135
1592,22,138
1593,22,166
1594,22,68
1595,22,289
1596,22,167
1597,22,256
1598,22,274
1599,22,95
1600,22,169
1601,22,74
1602,22,170
1603,22,78
1604,22,79
1605,22,81
1606,22,277
1607,22,83
1608,22,279
1609,22,280
1610,23,4
1611,23,313
1612,23,6
1613,23,8
1614,23,314
1615,23,9
1616,23,10
1617,23,264
1618,23,107
1619,23,108
1620,23,315
1621,23,316
1622,23,12
1623,23,13
1624,23,89
1625,23,160
1626,23,116
1627,23,22
1628,23,23
1629,23,24
1630,23,294
1631,23,25
1632,23,191
1633,23,29
1634,23,31
1635,23,317
1636,23,318
1637,23,34
1638,23,121
1639,23,35
1640,23,249
1641,23,36
1642,23,37
1643,23,319
1644,23,38
1645,23,90
1646,23,39
1647,23,40
1648,23,42
1649,23,43
1650,23,46
1651,23,48
1652,23,49
1653,23,50
1654,23,51
1655,23,271
1656,23,126
1657,23,55
1658,23,199
1659,23,56
1660,23,128
1661,23,130
1662,23,320
1663,23,321
1664,23,322
1665,23,323
1666,23,58
1667,23,62
1668,23,324
1669,23,63
1670,23,325
1671,23,137
1672,23,212
1673,23,326
1674,23,68
1675,23,273
1676,23,327
1677,23,305
1678,23,275
1679,23,93
1680,23,232
1681,23,218
1682,23,70
1683,23,328
1684,23,147
1685,23,329
1686,23,330
1687,23,74
1688,23,76
1689,23,331
1690,23,332
1691,23,77
1692,23,78
1693,23,97
1694,23,333
1695,23,334
1696,23,83
1697,23,262
1698,23,175
1699,23,335
1700,23,176
1701,23,336
1702,23,337
1703,23,85
1704,23,86
1705,25,101
1706,25,338
1707,25,103
1708,25,313
1709,25,339
1710,25,106
1711,25,6
1712,25,8
1713,25,9
1714,25,10
1715,25,181
1716,25,11
1717,25,185
1718,25,111
1719,25,112
1720,25,113
1721,25,12
1722,25,340
1723,25,291
1724,25,292
1725,25,293
1726,25,116
1727,25,22
1728,25,269
1729,25,282
1730,25,23
1731,25,24
1732,25,25
1733,25,26
1734,25,27
1735,25,28
1736,25,29
1737,25,119
1738,25,31
1739,25,33
1740,25,34
1741,25,35
1742,25,249
1743,25,36
1744,25,37
1745,25,298
1746,25,38
1747,25,341
1748,25,40
1749,25,342
1750,25,286
1751,25,43
1752,25,44
1753,25,197
1754,25,46
1755,25,343
1756,25,48
1757,25,49
1758,25,50
1759,25,51
1760,25,124
1761,25,344
1762,25,126
1763,25,55
1764,25,199
1765,25,57
1766,25,287
1767,25,58
1768,25,133
1769,25,345
1770,25,60
1771,25,134
1772,25,62
1773,25,272
1774,25,63
1775,25,346
1776,25,231
1777,25,301
1778,25,347
1779,25,348
1780,25,302
1781,25,68
1782,25,349
1783,25,141
1784,25,350
1785,25,351
1786,25,352
1787,25,74
1788,25,75
1789,25,306
1790,25,353
1791,25,78
1792,25,79
1793,25,354
1794,25,238
1795,25,309
1796,25,355
1797,25,261
1798,25,356
1799,25,357
1800,25,83
1801,25,358
1802,25,359
1803,25,360
1804,25,279
1805,25,361
1806,25,85
1807,25,86
1808,25,362
1809,25,363
1810,26,101
1811,26,338
1812,26,103
1813,26,313
1814,26,106
1815,26,6
1816,26,8
1817,26,9
1818,26,10
1819,26,181
1820,26,11
1821,26,185
1822,26,88
1823,26,111
1824,26,112
1825,26,113
1826,26,12
1827,26,340
1828,26,291
1829,26,292
1830,26,293
1831,26,116
1832,26,22
1833,26,269
1834,26,282
1835,26,23
1836,26,24
1837,26,25
1838,26,26
1839,26,27
1840,26,28
1841,26,29
1842,26,119
1843,26,31
1844,26,33
1845,26,34
1846,26,35
1847,26,249
1848,26,36
1849,26,37
1850,26,298
1851,26,38
1852,26,341
1853,26,40
1854,26,342
1855,26,286
1856,26,43
1857,26,44
1858,26,197
1859,26,46
1860,26,343
1861,26,48
1862,26,49
1863,26,50
1864,26,51
1865,26,52
1866,26,124
1867,26,344
1868,26,126
1869,26,55
1870,26,199
1871,26,57
1872,26,202
1873,26,287
1874,26,58
1875,26,133
1876,26,345
1877,26,60
1878,26,134
1879,26,62
1880,26,272
1881,26,63
1882,26,231
1883,26,301
1884,26,348
1885,26,302
1886,26,68
1887,26,349
1888,26,141
1889,26,350
1890,26,145
1891,26,95
1892,26,351
1893,26,352
1894,26,74
1895,26,75
1896,26,306
1897,26,353
1898,26,78
1899,26,79
1900,26,354
1901,26,238
1902,26,309
1903,26,355
1904,26,261
1905,26,356
1906,26,357
1907,26,83
1908,26,358
1909,26,359
1910,26,360
1911,26,279
1912,26,364
1913,26,175
1914,26,361
1915,26,85
1916,26,86
1917,26,362
1918,26,363
1919,27,104
1920,27,2
1921,27,3
1922,27,281
1923,27,6
1924,27,8
1925,27,9
1926,27,10
1927,27,264
1928,27,111
1929,27,365
1930,27,112
1931,27,113
1932,27,12
1933,27,89
1934,27,160
1935,27,116
1936,27,22
1937,27,269
1938,27,23
1939,27,24
1940,27,25
1941,27,26
1942,27,29
1943,27,119
1944,27,31
1945,27,32
1946,27,318
1947,27,120
1948,27,34
1949,27,121
1950,27,296
1951,27,122
1952,27,35
1953,27,249
1954,27,36
1955,27,37
1956,27,194
1957,27,38
1958,27,40
1959,27,366
1960,27,286
1961,27,161
1962,27,43
1963,27,197
1964,27,45
1965,27,46
1966,27,47
1967,27,48
1968,27,49
1969,27,50
1970,27,51
1971,27,52
1972,27,367
1973,27,124
1974,27,198
1975,27,126
1976,27,127
1977,27,55
1978,27,56
1979,27,57
1980,27,58
1981,27,133
1982,27,134
1983,27,62
1984,27,272
1985,27,63
1986,27,368
1987,27,137
1988,27,369
1989,27,138
1990,27,212
1991,27,301
1992,27,214
1993,27,68
1994,27,141
1995,27,93
1996,27,370
1997,27,276
1998,27,94
1999,27,146
2000,27,96
2001,27,371
2002,27,74
2003,27,372
2004,27,148
2005,27,235
2006,27,78
2007,27,373
2008,27,97
2009,27,81
2010,27,374
2011,27,83
2012,27,375
2013,27,280
2014,27,99
2015,27,376
2016,27,178
2017,27,85
2018,28,104
2019,28,2
2020,28,3
2021,28,281
2022,28,6
2023,28,8
2024,28,9
2025,28,10
2026,28,264
2027,28,267
2028,28,88
2029,28,111
2030,28,365
2031,28,112
2032,28,113
2033,28,12
2034,28,89
2035,28,160
2036,28,116
2037,28,22
2038,28,269
2039,28,23
2040,28,24
2041,28,25
2042,28,26
2043,28,29
2044,28,119
2045,28,31
2046,28,32
2047,28,318
2048,28,120
2049,28,34
2050,28,121
2051,28,296
2052,28,122
2053,28,35
2054,28,249
2055,28,36
2056,28,37
2057,28,194
2058,28,38
2059,28,40
2060,28,366
2061,28,286
2062,28,161
2063,28,43
2064,28,197
2065,28,45
2066,28,46
2067,28,47
2068,28,48
2069,28,49
2070,28,50
2071,28,51
2072,28,52
2073,28,367
2074,28,124
2075,28,198
2076,28,126
2077,28,127
2078,28,55
2079,28,56
2080,28,57
2081,28,58
2082,28,133
2083,28,134
2084,28,62
2085,28,272
2086,28,63
2087,28,368
2088,28,137
2089,28,369
2090,28,138
2091,28,212
2092,28,301
2093,28,214
2094,28,68
2095,28,141
2096,28,93
2097,28,370
2098,28,276
2099,28,145
2100,28,94
2101,28,95
2102,28,146
2103,28,96
2104,28,330
2105,28,371
2106,28,74
2107,28,372
2108,28,148
2109,28,235
2110,28,78
2111,28,97
2112,28,81
2113,28,277
2114,28,83
2115,28,375
2116,28,280
2117,28,99
2118,28,376
2119,28,178
2120,28,85
2121,29,104
2122,29,3
2123,29,339
2124,29,6
2125,29,7
2126,29,8
2127,29,9
2128,29,10
2129,29,181
2130,29,264
2131,29,108
2132,29,11
2133,29,242
2134,29,315
2135,29,186
2136,29,187
2137,29,112
2138,29,12
